Time;Latitude;Longitude;Altitude;Speed;row;pitch;yaw
337,647884;-6,9818486;107,5694151;782,14;878.179.900.000.000;-165.700.000.000.000;981.000.000.000.000;297.140.000.000.000
337,848591;-6,9818424;107,5694008;782,09;860.453.900.000.000;-157.100.000.000.000;101.300.000.000.000;297.090.000.000.000
338,048026;-6,9818364;107,5693865;781,91;861.002.300.000.000;-147.700.000.000.000;104.700.000.000.000;297.050.000.000.000
338,248126;-6,9818303;107,5693721;781,66;874.108.100.000.000;-136.900.000.000.000;107.500.000.000.000;297.040.000.000.000
338,447859;-6,9818239;107,5693577;781,41;878.275.600.000.000;-124.200.000.000.000;109.300.000.000.000;297.010.000.000.000
338,648101;-6,9818173;107,5693435;781,19;862.269.700.000.000;-113.100.000.000.000;110.300.000.000.000;296.960.000.000.000
338,828684;-6,9818104;107,5693295;780,97;872.519.300.000.000;-101.800.000.000.000;110.300.000.000.000;296.850.000.000.000
339,048288;-6,9818031;107,5693156;780,79;878.071.800.000.000;-985.000.000.000.000;108.700.000.000.000;296.710.000.000.000
339,228881;-6,9817956;107,5693015;780,54;892.835.900.000.000;-102.000.000.000.000;106.000.000.000.000;296.560.000.000.000
339,448117;-6,981788;107,5692873;780,27;897.472.500.000.000;-104.300.000.000.000;104.600.000.000.000;296.530.000.000.000
339,628437;-6,9817801;107,5692732;780,07;892.805.100.000.000;-103.800.000.000.000;104.700.000.000.000;296.610.000.000.000
339,848132;-6,981772;107,5692592;779,86;902.505.400.000.000;-10;105.500.000.000.000;296.720.000.000.000
340,048279;-6,9817637;107,5692453;779,72;893.682.800.000.000;-934.000.000.000.000;106.900.000.000.000;296.740.000.000.000
340,248216;-6,9817551;107,5692316;779,55;894.664.800.000.000;-904.000.000.000.000;107.100.000.000.000;296.580.000.000.000
340,428357;-6,9817464;107,5692181;779,53;896.817.100.000.000;-904.000.000.000.000;106.900.000.000.000;296.280.000.000.000
340,648015;-6,9817375;107,5692047;779,5;883.915.100.000.000;-927.000.000.000.000;107.500.000.000.000;295.830.000.000.000
340,847899;-6,9817286;107,5691915;779,45;886.729.900.000.000;-955.000.000.000.000;107.700.000.000.000;295.350.000.000.000
341,048225;-6,9817196;107,5691784;779,37;870.961.000.000.000;-974.000.000.000.000;107.800.000.000.000;294.940.000.000.000
341,248105;-6,9817105;107,5691655;779,29;874.371.100.000.000;-983.000.000.000.000;107.800.000.000.000;294.630.000.000.000
341,448241;-6,9817015;107,5691525;779,26;880.441.300.000.000;-102.000.000.000.000;107.200.000.000.000;294.390.000.000.000
341,628605;-6,9816925;107,5691393;779,13;876.981.200.000.000;-103.800.000.000.000;106.600.000.000.000;294.270.000.000.000
341,848208;-6,9816838;107,5691261;778,99;878.982.400.000.000;-104.200.000.000.000;106.400.000.000.000;294.240.000.000.000
342,048227;-6,9816751;107,5691128;778,76;874.794.200.000.000;-100.500.000.000.000;106.300.000.000.000;294.250.000.000.000
342,248073;-6,9816664;107,5690994;778,53;887.992.100.000.000;-999.000.000.000.000;106.100.000.000.000;294.230.000.000.000
342,428368;-6,9816579;107,5690858;778,32;889.984.800.000.000;-100.700.000.000.000;106.500.000.000.000;294.160.000.000.000
342,648238;-6,9816495;107,5690719;778,1;895.246.300.000.000;-103.800.000.000.000;107.400.000.000.000;294.040.000.000.000
342,848183;-6,9816413;107,5690578;777,95;903.231.900.000.000;-108.400.000.000.000;108.000.000.000.000;293.870.000.000.000
343,048118;-6,9816333;107,5690434;777,8;915.646.700.000.000;-114.100.000.000.000;107.700.000.000.000;293.640.000.000.000
343,228686;-6,9816255;107,5690288;777,65;920.043.900.000.000;-118.600.000.000.000;107.900.000.000.000;293.400.000.000.000
343,447904;-6,9816178;107,5690141;777,46;917.346.700.000.000;-126.200.000.000.000;108.600.000.000.000;293.130.000.000.000
343,647865;-6,9816102;107,5689993;777,21;922.163.200.000.000;-128.900.000.000.000;11;292.830.000.000.000
343,848496;-6,9816027;107,5689846;777,08;902.505.400.000.000;-129.900.000.000.000;112.200.000.000.000;292.580.000.000.000
344,04826;-6,9815954;107,56897;777,01;901.138.200.000.000;-132.700.000.000.000;115.600.000.000.000;292.340.000.000.000
344,248017;-6,9815882;107,5689552;776,95;918.295.200.000.000;-137.600.000.000.000;119.100.000.000.000;292.070.000.000.000
344,447913;-6,981581;107,5689402;776,88;909.277.600.000.000;-135.400.000.000.000;124.300.000.000.000;291.830.000.000.000
344,648133;-6,9815739;107,5689253;776,84;903.005.000.000.000;-133.000.000.000.000;130.100.000.000.000;291.620.000.000.000
344,848328;-6,9815668;107,5689107;776,88;890.878.200.000.000;-131.200.000.000.000;134.900.000.000.000;291.410.000.000.000
345,048756;-6,9815596;107,5688961;776,85;910.104.400.000.000;-128.700.000.000.000;139.100.000.000.000;291.170.000.000.000
345,248098;-6,9815524;107,5688815;776,79;887.272.700.000.000;-126.700.000.000.000;142.200.000.000.000;290.830.000.000.000
345,448317;-6,9815452;107,5688671;776,74;899.382.500.000.000;-126.200.000.000.000;144.700.000.000.000;290.400.000.000.000
345,648185;-6,9815381;107,5688525;776,73;896.248.300.000.000;-127.500.000.000.000;146.700.000.000.000;289.920.000.000.000
345,848086;-6,981531;107,5688381;776,62;881.918.900.000.000;-133.500.000.000.000;148.300.000.000.000;289.410.000.000.000
346,048295;-6,9815237;107,5688239;776,58;890.456.600.000.000;-142.000.000.000.000;150.300.000.000.000;288.870.000.000.000
346,248198;-6,9815165;107,5688095;776,55;895.325.600.000.000;-147.900.000.000.000;152.800.000.000.000;288.310.000.000.000
346,448213;-6,9815092;107,568795;776,46;890.434.700.000.000;-148.500.000.000.000;155.600.000.000.000;287.780.000.000.000
346,648702;-6,9815018;107,5687808;776,36;884.313.300.000.000;-146.100.000.000.000;158.200.000.000.000;287.270.000.000.000
346,848206;-6,9814942;107,5687668;776,17;879.696.000.000.000;-144.000.000.000.000;160.100.000.000.000;286.830.000.000.000
347,048189;-6,9814864;107,5687528;776,08;889.715.700.000.000;-142.600.000.000.000;161.600.000.000.000;286.490.000.000.000
347,248368;-6,9814785;107,5687389;775,92;884.615.700.000.000;-144.400.000.000.000;163.000.000.000.000;286.180.000.000.000
347,448144;-6,9814705;107,5687251;775,75;880.913.200.000.000;-149.000.000.000.000;164.000.000.000.000;285.900.000.000.000
347,647948;-6,9814625;107,5687113;775,61;890.125.800.000.000;-156.800.000.000.000;165.500.000.000.000;285.610.000.000.000
347,84832;-6,9814542;107,5686972;775,42;922.016.200.000.000;-161.900.000.000.000;167.400.000.000.000;285.450.000.000.000
348,048206;-6,9814458;107,5686826;775,25;938.322.900.000.000;-161.700.000.000.000;169.600.000.000.000;285.470.000.000.000
348,248145;-6,9814374;107,5686681;775,12;918.856.300.000.000;-161.000.000.000.000;171.700.000.000.000;285.590.000.000.000
348,448172;-6,981429;107,5686534;7,75E-10;957.979.700.000.000;-159.400.000.000.000;173.900.000.000.000;285.760.000.000.000
348,648676;-6,9814205;107,5686384;774,93;949.982.100.000.000;-159.500.000.000.000;176.300.000.000.000;285.910.000.000.000
348,847828;-6,9814118;107,5686236;774,92;965.027.000.000.000;-166.600.000.000.000;178.000.000.000.000;285.980.000.000.000
349,048401;-6,981403;107,5686087;774,9;967.597.500.000.000;-175.600.000.000.000;179.800.000.000.000;286.050.000.000.000
349,248061;-6,9813942;107,5685938;774,96;969.484.900.000.000;-183.700.000.000.000;181.400.000.000.000;286.180.000.000.000
349,448769;-6,9813852;107,5685788;774,93;965.062.100.000.000;-193.500.000.000.000;183.200.000.000.000;286.340.000.000.000
349,648062;-6,9813764;107,5685638;774,93;961.534.100.000.000;-207.500.000.000.000;185.400.000.000.000;286.560.000.000.000
349,848362;-6,9813679;107,5685487;774,96;963.037.400.000.000;-217.700.000.000.000;188.400.000.000.000;286.800.000.000.000
350,048356;-6,9813596;107,5685334;774,96;962.985.400.000.000;-225.800.000.000.000;191.800.000.000.000;287.040.000.000.000
350,22868;-6,9813518;107,568518;775,08;958.416.400.000.000;-232.700.000.000.000;195.100.000.000.000;287.280.000.000.000
350,429136;-6,9813444;107,5685025;775,23;941.514.700.000.000;-238.400.000.000.000;197.700.000.000.000;287.570.000.000.000
350,648032;-6,9813372;107,5684871;775,3;947.211.200.000.000;-248.900.000.000.000;199.300.000.000.000;287.870.000.000.000
350,828589;-6,9813302;107,5684715;775,38;935.342.100.000.000;-255.600.000.000.000;201.600.000.000.000;288.180.000.000.000
351,048016;-6,9813236;107,5684557;775,38;942.796.300.000.000;-258.900.000.000.000;204.800.000.000.000;288.430.000.000.000
351,228725;-6,9813172;107,5684398;775,41;934.088.200.000.000;-262.200.000.000.000;208.000.000.000.000;288.550.000.000.000
351,448594;-6,981311;107,568424;775,48;933.921.800.000.000;-266.800.000.000.000;210.300.000.000.000;288.430.000.000.000
351,628639;-6,9813048;107,5684081;775,44;929.260.400.000.000;-270.600.000.000.000;211.700.000.000.000;288.030.000.000.000
351,828447;-6,9812986;107,5683923;775,38;922.720.400.000.000;-275.800.000.000.000;211.700.000.000.000;287.430.000.000.000
352,028666;-6,9812922;107,5683766;775,32;930.231.200.000.000;-279.300.000.000.000;209.400.000.000.000;286.730.000.000.000
352,228503;-6,9812856;107,5683609;775,29;934.114.600.000.000;-286.200.000.000.000;205.700.000.000.000;286
352,429068;-6,981279;107,5683453;775,35;936.385.000.000.000;-301.100.000.000.000;202.200.000.000.000;285.260.000.000.000
352,648073;-6,9812724;107,5683298;775,37;922.427.700.000.000;-317.500.000.000.000;199.200.000.000.000;284.490.000.000.000
352,828676;-6,9812657;107,5683145;775,43;911.136.100.000.000;-330.300.000.000.000;196.100.000.000.000;283.810.000.000.000
353,048101;-6,9812592;107,5682991;775,54;924.080.700.000.000;-338.600.000.000.000;193.300.000.000.000;283.190.000.000.000
353,228667;-6,9812528;107,5682838;775,66;913.153.800.000.000;-342.400.000.000.000;190.100.000.000.000;282.660.000.000.000
353,448097;-6,9812463;107,5682685;775,8;916.155.500.000.000;-340.600.000.000.000;187.800.000.000.000;282.140.000.000.000
353,628632;-6,9812397;107,5682533;775,89;891.883.400.000.000;-334.400.000.000.000;187.000.000.000.000;281.580.000.000.000
353,848218;-6,9812331;107,5682384;775,97;887.013.500.000.000;-329.100.000.000.000;187.500.000.000.000;280.840.000.000.000
354,028587;-6,9812266;107,5682237;776,05;876.878.500.000.000;-325.100.000.000.000;187.700.000.000.000;279.850.000.000.000
354,247978;-6,9812204;107,5682091;776,19;870.956.300.000.000;-320.800.000.000.000;186.100.000.000.000;278.530.000.000.000
354,428423;-6,9812142;107,5681944;776,29;880.405.500.000.000;-319.000.000.000.000;181.500.000.000.000;276.880.000.000.000
354,64823;-6,9812083;107,5681799;776,43;839.011.300.000.000;-321.500.000.000.000;174.800.000.000.000;275.110.000.000.000
354,847927;-6,9812028;107,5681656;776,56;843.102.000.000.000;-321.400.000.000.000;168.600.000.000.000;273.300.000.000.000
355,048749;-6,9811973;107,568151;776,62;857.733.100.000.000;-319.200.000.000.000;163.800.000.000.000;271.600.000.000.000
355,248132;-6,9811922;107,5681363;776,74;857.324.300.000.000;-315.500.000.000.000;162.200.000.000.000;269.950.000.000.000
355,447863;-6,9811874;107,5681217;776,76;834.556.800.000.000;-311.600.000.000.000;163.000.000.000.000;268.440.000.000.000
355,647985;-6,9811825;107,5681072;776,76;847.255.000.000.000;-306.800.000.000.000;165.100.000.000.000;267.140.000.000.000
355,848358;-6,9811775;107,5680927;776,77;840.893.000.000.000;-303.600.000.000.000;167.400.000.000.000;266.030.000.000.000
356,047975;-6,9811726;107,5680783;776,79;841.875.300.000.000;-302.600.000.000.000;169.100.000.000.000;265.050.000.000.000
356,248126;-6,9811674;107,5680636;776,74;858.344.800.000.000;-299.500.000.000.000;170.200.000.000.000;264.170.000.000.000
356,428938;-6,9811621;107,5680488;776,71;865.056.000.000.000;-289.200.000.000.000;171.800.000.000.000;263.320.000.000.000
356,648143;-6,9811565;107,5680343;776,69;840.103.000.000.000;-275.600.000.000.000;173.600.000.000.000;262.500.000.000.000
356,84788;-6,9811506;107,5680198;776,64;869.252.500.000.000;-260.100.000.000.000;175.200.000.000.000;261.720.000.000.000
357,0482;-6,9811443;107,5680056;776,63;842.388.200.000.000;-243.900.000.000.000;177.100.000.000.000;260.980.000.000.000
357,229175;-6,9811376;107,5679916;776,56;854.415.000.000.000;-227.700.000.000.000;179.600.000.000.000;260.300.000.000.000
357,448137;-6,9811308;107,5679774;776,6;873.417.400.000.000;-212.500.000.000.000;182.600.000.000.000;259.700.000.000.000
357,64786;-6,9811237;107,5679637;776,56;822.294.900.000.000;-201.500.000.000.000;185.300.000.000.000;259.090.000.000.000
357,848054;-6,9811167;107,5679504;776,48;831.647.100.000.000;-195.600.000.000.000;187.300.000.000.000;258.440.000.000.000
358,048255;-6,9811097;107,5679371;776,55;819.397.900.000.000;-191.300.000.000.000;188.800.000.000.000;257.840.000.000.000
358,229106;-6,9811028;107,5679237;776,6;837.745.800.000.000;-190.500.000.000.000;19;257.310.000.000.000
358,448178;-6,9810958;107,5679101;776,58;849.708.700.000.000;-191.200.000.000.000;191.000.000.000.000;256.820.000.000.000
358,648202;-6,9810891;107,5678964;776,64;827.453.900.000.000;-189.300.000.000.000;192.700.000.000.000;256.350.000.000.000
358,84801;-6,9810827;107,5678827;776,76;845.171.000.000.000;-185.800.000.000.000;194.300.000.000.000;255.940.000.000.000
359,048593;-6,9810763;107,567869;776,86;813.698.300.000.000;-181.000.000.000.000;195.800.000.000.000;255.580.000.000.000
359,248226;-6,9810701;107,5678555;777,04;828.618.100.000.000;-177.200.000.000.000;197.400.000.000.000;255.220.000.000.000
359,448016;-6,9810639;107,5678421;777,13;799.435.400.000.000;-172.700.000.000.000;198.900.000.000.000;254.880.000.000.000
359,64838;-6,9810578;107,5678287;777,22;826.090.100.000.000;-169.000.000.000.000;200.300.000.000.000;254.580.000.000.000
359,848157;-6,9810519;107,5678151;777,43;815.437.300.000.000;-166.900.000.000.000;201.900.000.000.000;254.300.000.000.000
360,048417;-6,9810459;107,5678016;777,54;812.177.900.000.000;-164.700.000.000.000;203.700.000.000.000;254.050.000.000.000
360,248451;-6,98104;107,5677883;777,7;798.266.200.000.000;-159.700.000.000.000;205.800.000.000.000;253.850.000.000.000
360,448713;-6,981034;107,5677748;777,77;820.323.100.000.000;-154.300.000.000.000;207.900.000.000.000;253.730.000.000.000
360,648383;-6,9810277;107,5677612;777,83;826.871.800.000.000;-149.300.000.000.000;209.200.000.000.000;253.650.000.000.000
360,848665;-6,9810214;107,5677478;777,93;816.471.000.000.000;-143.000.000.000.000;210.200.000.000.000;253.570.000.000.000
361,048633;-6,981015;107,5677344;778,02;811.371.700.000.000;-137.700.000.000.000;211.600.000.000.000;253.440.000.000.000
361,228571;-6,9810086;107,5677211;778,11;820.685.700.000.000;-131.400.000.000.000;213.700.000.000.000;253.260.000.000.000
361,448231;-6,9810021;107,5677079;778,3;819.812.800.000.000;-123.900.000.000.000;215.600.000.000.000;253.040.000.000.000
361,628336;-6,9809959;107,5676942;778,49;843.692.500.000.000;-116.800.000.000.000;217.000.000.000.000;252.820.000.000.000
361,848335;-6,9809901;107,5676802;778,74;833.038.400.000.000;-112.800.000.000.000;218.200.000.000.000;252.600.000.000.000
362,028915;-6,9809844;107,5676664;779,08;822.924.600.000.000;-111.600.000.000.000;218.900.000.000.000;252.380.000.000.000
362,247921;-6,9809787;107,5676527;779,22;814.459.900.000.000;-112.400.000.000.000;22;252.130.000.000.000
362,447987;-6,980973;107,5676388;779,3;852.078.000.000.000;-116.200.000.000.000;221.500.000.000.000;251.870.000.000.000
362,648162;-6,9809671;107,5676248;779,33;822.854.700.000.000;-120.200.000.000.000;223.200.000.000.000;251.640.000.000.000
362,848579;-6,9809612;107,5676111;779,44;833.817.800.000.000;-122.400.000.000.000;225.500.000.000.000;251.450.000.000.000
363,048322;-6,9809552;107,5675971;779,62;849.077.100.000.000;-123.400.000.000.000;228.100.000.000.000;251.310.000.000.000
363,247891;-6,9809493;107,567583;779,81;840.630.600.000.000;-121.800.000.000.000;230.800.000.000.000;251.310.000.000.000
363,44823;-6,9809432;107,567569;780,01;841.551.500.000.000;-118.900.000.000.000;233.300.000.000.000;251.420.000.000.000
363,647908;-6,9809372;107,5675545;780,25;888.743.500.000.000;-116.400.000.000.000;235.500.000.000.000;251.610.000.000.000
363,848176;-6,9809309;107,5675399;780,42;865.785.800.000.000;-111.100.000.000.000;237.500.000.000.000;251.850.000.000.000
364,048244;-6,9809243;107,5675255;780,56;884.331.300.000.000;-106.600.000.000.000;238.900.000.000.000;252.140.000.000.000
364,24809;-6,9809173;107,5675111;780,59;872.990.200.000.000;-106.000.000.000.000;239.400.000.000.000;252.380.000.000.000
364,428626;-6,9809105;107,5674967;780,56;885.469.900.000.000;-105.600.000.000.000;239.800.000.000.000;252.590.000.000.000
364,64804;-6,9809038;107,5674821;780,51;885.077.400.000.000;-103.900.000.000.000;240.700.000.000.000;252.800.000.000.000
364,828707;-6,9808971;107,5674678;780,43;860.472.500.000.000;-104.400.000.000.000;241.800.000.000.000;252.980.000.000.000
365,049044;-6,9808898;107,5674536;780,45;893.215.000.000.000;-105.700.000.000.000;242.600.000.000.000;253.100.000.000.000
365,228742;-6,9808819;107,5674399;780,52;855.327.400.000.000;-104.900.000.000.000;243.200.000.000.000;253.170.000.000.000
365,448076;-6,9808732;107,5674268;780,59;873.146.500.000.000;-101.500.000.000.000;244.300.000.000.000;253.210.000.000.000
365,6479;-6,9808637;107,5674144;780,66;854.028.100.000.000;-983.000.000.000.000;245.300.000.000.000;253.180.000.000.000
365,848162;-6,9808534;107,5674028;780,68;854.259.900.000.000;-966.000.000.000.000;245.400.000.000.000;253.040.000.000.000
366,04844;-6,9808423;107,5673921;780,64;860.108.100.000.000;-992.000.000.000.000;245.300.000.000.000;252.740.000.000.000
366,228445;-6,98083;107,5673822;780,49;882.426.200.000.000;-102.200.000.000.000;244.900.000.000.000;252.310.000.000.000
366,428575;-6,9808168;107,5673731;780,39;887.383.700.000.000;-103.800.000.000.000;244.300.000.000.000;251.750.000.000.000
366,648184;-6,9808028;107,5673648;780,3;896.413.400.000.000;-103.300.000.000.000;243.500.000.000.000;251.070.000.000.000
366,847964;-6,9807882;107,5673577;780,25;914.418.900.000.000;-103.200.000.000.000;242.500.000.000.000;250.280.000.000.000
367,048562;-6,9807723;107,5673519;780,31;953.058.700.000.000;-104.700.000.000.000;241.200.000.000.000;249.350.000.000.000
367,248224;-6,9807559;107,5673476;780,39;942.395.400.000.000;-108.000.000.000.000;239.200.000.000.000;248.330.000.000.000
367,448242;-6,9807391;107,5673444;780,48;962.393.400.000.000;-112.600.000.000.000;236.400.000.000.000;247.420.000.000.000
367,628385;-6,9807219;107,5673423;780,49;971.466.800.000.000;-114.500.000.000.000;233.700.000.000.000;246.640.000.000.000
367,848297;-6,9807042;107,5673413;780,42;993.581.900.000.000;-112.000.000.000.000;232.800.000.000.000;246.030.000.000.000
368,048317;-6,9806861;107,5673416;780,39;101.465.900.000.000;-107.300.000.000.000;234.100.000.000.000;245.470.000.000.000
368,248052;-6,9806677;107,567343;780,37;103.304.800.000.000;-104.100.000.000.000;236.300.000.000.000;245.050.000.000.000
368,44805;-6,9806491;107,5673453;780,33;104.699.000.000.000;-102.700.000.000.000;237.800.000.000.000;244.760.000.000.000
368,628677;-6,9806304;107,5673486;780,33;106.729.300.000.000;-106.700.000.000.000;238.300.000.000.000;244.560.000.000.000
368,828458;-6,9806114;107,5673527;780,31;107.978.000.000.000;-112.100.000.000.000;238.900.000.000.000;244.450.000.000.000
369,048244;-6,9805925;107,5673575;780,24;108.116.700.000.000;-116.200.000.000.000;239.800.000.000.000;244.430.000.000.000
369,228825;-6,9805735;107,567363;780,17;111.512.100.000.000;-120.600.000.000.000;240.200.000.000.000;244.480.000.000.000
369,447925;-6,9805544;107,567369;780,12;110.309.800.000.000;-126.100.000.000.000;240.200.000.000.000;244.590.000.000.000
369,629208;-6,9805353;107,5673754;779,94;112.626.300.000.000;-127.600.000.000.000;241.200.000.000.000;244.710.000.000.000
369,848066;-6,980516;107,5673824;779,83;114.296.000.000.000;-124.000.000.000.000;243.100.000.000.000;244.860.000.000.000
370,028497;-6,9804965;107,56739;779,85;117.008.800.000.000;-118.000.000.000.000;245.600.000.000.000;245
370,248066;-6,9804772;107,5673985;779,9;115.598.800.000.000;-112.200.000.000.000;247.900.000.000.000;245.080.000.000.000
370,428651;-6,9804582;107,5674074;779,89;116.238.100.000.000;-108.600.000.000.000;249.500.000.000.000;245.070.000.000.000
370,628684;-6,9804391;107,5674165;779,92;117.751.300.000.000;-107.300.000.000.000;250.700.000.000.000;245.020.000.000.000
370,828586;-6,9804201;107,5674266;779,97;119.466.500.000.000;-104.000.000.000.000;251.700.000.000.000;244.930.000.000.000
371,04795;-6,9804012;107,5674373;780,07;120.070.800.000.000;-973.000.000.000.000;251.200.000.000.000;244.860.000.000.000
371,228316;-6,9803824;107,5674484;780,06;120.804.300.000.000;-942.000.000.000.000;249.200.000.000.000;244.780.000.000.000
371,448059;-6,9803635;107,5674602;780,05;124.049.800.000.000;-954.000.000.000.000;246.900.000.000.000;244.690.000.000.000
371,628656;-6,9803446;107,5674727;779,99;125.917.000.000.000;-981.000.000.000.000;244.900.000.000.000;244.600.000.000.000
371,848348;-6,980326;107,567486;779,95;125.745.700.000.000;-997.000.000.000.000;243.900.000.000.000;244.480.000.000.000
372,028733;-6,9803073;107,5674995;779,89;127.538.400.000.000;-101.600.000.000.000;243.500.000.000.000;244.340.000.000.000
372,248238;-6,9802887;107,5675134;779,81;129.300.000.000.000;-108.300.000.000.000;243.400.000.000.000;244.160.000.000.000
372,428421;-6,9802699;107,567528;779,7;132.386.800.000.000;-118.600.000.000.000;243.400.000.000.000;243.940.000.000.000
372,648161;-6,9802509;107,5675429;779,62;132.746.600.000.000;-129.400.000.000.000;243.500.000.000.000;243.720.000.000.000
372,828389;-6,9802319;107,5675578;779,53;133.444.600.000.000;-138.700.000.000.000;244.200.000.000.000;243.520.000.000.000
373,048095;-6,9802128;107,5675725;779,42;133.083.300.000.000;-145.100.000.000.000;245.100.000.000.000;243.360.000.000.000
373,248209;-6,9801936;107,5675876;779,4;136.426.700.000.000;-150.900.000.000.000;245.600.000.000.000;243.250.000.000.000
373,447805;-6,9801741;107,5676028;779,4;136.087.600.000.000;-155.000.000.000.000;246.400.000.000.000;243.140.000.000.000
373,628569;-6,9801546;107,567618;779,47;136.106.200.000.000;-158.600.000.000.000;247.500.000.000.000;243.010.000.000.000
373,848346;-6,980135;107,567633;779,51;135.340.100.000.000;-161.700.000.000.000;248.400.000.000.000;242.810.000.000.000
374,047973;-6,9801155;107,5676479;779,56;135.223.400.000.000;-164.900.000.000.000;249.200.000.000.000;242.530.000.000.000
374,228702;-6,9800961;107,5676626;779,75;132.986.900.000.000;-168.400.000.000.000;249.700.000.000.000;242.160.000.000.000
374,448163;-6,9800768;107,5676771;779,92;133.342.900.000.000;-172.000.000.000.000;249.900.000.000.000;241.710.000.000.000
374,64796;-6,9800573;107,5676918;780,14;135.600.100.000.000;-176.700.000.000.000;249.400.000.000.000;241.210.000.000.000
374,848115;-6,9800379;107,5677065;780,32;133.087.800.000.000;-181.900.000.000.000;248.900.000.000.000;240.680.000.000.000
375,048402;-6,9800188;107,5677216;780,5;134.578.500.000.000;-188.200.000.000.000;248.100.000.000.000;240.150.000.000.000
375,248053;-6,98;107,5677367;780,84;131.420.300.000.000;-196.200.000.000.000;247.700.000.000.000;239.550.000.000.000
375,448144;-6,9799813;107,5677519;781,27;134.200.900.000.000;-202.200.000.000.000;247.700.000.000.000;238.900.000.000.000
375,648039;-6,9799627;107,5677675;781,65;132.736.300.000.000;-205.000.000.000.000;247.400.000.000.000;238.180.000.000.000
375,848424;-6,9799442;107,5677829;781,9;132.608.800.000.000;-208.900.000.000.000;247.000.000.000.000;237.420.000.000.000
376,048268;-6,9799259;107,5677982;782,13;130.200.800.000.000;-213.200.000.000.000;245.900.000.000.000;236.580.000.000.000
376,248032;-6,979908;107,5678137;782,28;131.058.500.000.000;-215.800.000.000.000;244.500.000.000.000;235.660.000.000.000
376,428641;-6,97989;107,5678296;782,38;132.814.600.000.000;-215.200.000.000.000;242.500.000.000.000;234.760.000.000.000
376,648183;-6,9798721;107,5678456;782,42;131.721.700.000.000;-213.700.000.000.000;239.800.000.000.000;233.920.000.000.000
376,828669;-6,9798542;107,5678612;782,35;129.899.200.000.000;-211.000.000.000.000;236.700.000.000.000;233.130.000.000.000
377,048261;-6,9798364;107,5678767;782,34;129.518.600.000.000;-208.500.000.000.000;234.300.000.000.000;232.360.000.000.000
377,228391;-6,9798187;107,5678921;782,32;128.114.700.000.000;-208.000.000.000.000;232.900.000.000.000;231.590.000.000.000
377,448101;-6,979801;107,5679072;782,38;128.228.900.000.000;-211.500.000.000.000;232.900.000.000.000;230.800.000.000.000
377,648185;-6,9797833;107,5679221;782,44;126.352.000.000.000;-217.600.000.000.000;234.100.000.000.000;230.010.000.000.000
377,848042;-6,9797654;107,5679369;782,5;129.462.000.000.000;-224.800.000.000.000;234.800.000.000.000;229.330.000.000.000
378,048199;-6,9797478;107,5679518;782,49;125.777.100.000.000;-230.600.000.000.000;235.200.000.000.000;228.810.000.000.000
378,228352;-6,9797304;107,5679669;782,42;128.512.600.000.000;-235.400.000.000.000;235.700.000.000.000;228.370.000.000.000
378,428601;-6,9797133;107,5679828;782,41;129.287.000.000.000;-238.200.000.000.000;236.300.000.000.000;227.980.000.000.000
378,648473;-6,9796966;107,5679993;782,3;130.109.600.000.000;-237.100.000.000.000;237.500.000.000.000;227.610.000.000.000
378,848202;-6,9796804;107,5680166;782,24;131.057.700.000.000;-233.300.000.000.000;239.000.000.000.000;227.230.000.000.000
379,047984;-6,9796648;107,5680346;782,15;132.633.400.000.000;-229.500.000.000.000;240.500.000.000.000;226.840.000.000.000
379,22864;-6,9796498;107,5680536;7,82E-10;136.032.700.000.000;-227.600.000.000.000;241.900.000.000.000;226.360.000.000.000
379,447821;-6,979635;107,5680739;781,9;141.835.300.000.000;-227.400.000.000.000;242.900.000.000.000;225.820.000.000.000
379,648265;-6,9796209;107,5680953;781,85;143.059.200.000.000;-228.100.000.000.000;243.300.000.000.000;225.300.000.000.000
379,848638;-6,9796076;107,5681179;781,77;146.548.600.000.000;-228.100.000.000.000;243.600.000.000.000;224.780.000.000.000
380,048416;-6,9795949;107,5681413;781,7;148.149.300.000.000;-225.500.000.000.000;243.100.000.000.000;224.320.000.000.000
380,248148;-6,9795831;107,5681656;781,6;149.887.800.000.000;-223.700.000.000.000;242.400.000.000.000;223.890.000.000.000
380,429173;-6,9795721;107,568191;781,5;155.672.800.000.000;-225.500.000.000.000;242.200.000.000.000;223.440.000.000.000
380,648214;-6,9795623;107,5682176;781,4;156.860.400.000.000;-228.900.000.000.000;242.000.000.000.000;222.990.000.000.000
380,847931;-6,9795539;107,5682451;781,3;159.724.200.000.000;-232.400.000.000.000;241.900.000.000.000;222.540.000.000.000
381,048439;-6,9795467;107,5682736;781,16;165.051.600.000.000;-236.000.000.000.000;242.400.000.000.000;222.060.000.000.000
381,248025;-6,9795413;107,5683033;780,97;168.396.200.000.000;-240.100.000.000.000;242.700.000.000.000;221.590.000.000.000
381,44839;-6,9795376;107,5683341;780,84;173.377.600.000.000;-244.900.000.000.000;242.900.000.000.000;221.130.000.000.000
381,648186;-6,9795354;107,5683658;780,74;176.455.200.000.000;-249.700.000.000.000;243.500.000.000.000;220.620.000.000.000
381,847959;-6,9795355;107,5683986;780,74;182.950.500.000.000;-255.400.000.000.000;243.900.000.000.000;220.080.000.000.000
382,029244;-6,9795378;107,5684318;780,7;183.769.800.000.000;-260.500.000.000.000;244.600.000.000.000;219.470.000.000.000
