Time;Latitude;Longitude;Altitude;Speed;row;pitch;yaw
;;;;;-0,49;-182.000.000.000.000;113.630.000.000.000
;;;;;-0,03;-197.000.000.000.000;113.810.000.000.000
;;;;;0,42;-214.000.000.000.000;114.070.000.000.000
;;;;;0,81;-233.000.000.000.000;114.450.000.000.000
;;;;;117.000.000.000.000;-252.000.000.000.000;114.930.000.000.000
;;;;;131.000.000.000.000;-269.000.000.000.000;115.460.000.000.000
;;;;;129.000.000.000.000;-283.000.000.000.000;116
;;;;;120.000.000.000.000;-296.000.000.000.000;116.550.000.000.000
;;;;;104.000.000.000.000;-307.000.000.000.000;117.130.000.000.000
;;;;;0,98;-319.000.000.000.000;117.690.000.000.000
;;;;;0,98;-331.000.000.000.000;118.200.000.000.000
;;;;;108.000.000.000.000;-344.000.000.000.000;118.680.000.000.000
;;;;;124.000.000.000.000;-358.000.000.000.000;119.100.000.000.000
;;;;;133.000.000.000.000;-375.000.000.000.000;119.450.000.000.000
;;;;;139.000.000.000.000;-396.000.000.000.000;119.740.000.000.000
;;;;;127.000.000.000.000;-416.000.000.000.000;119.970.000.000.000
;;;;;106.000.000.000.000;-428.000.000.000.000;120.150.000.000.000
;;;;;0,95;-440.000.000.000.000;120.290.000.000.000
;;;;;104.000.000.000.000;-454.000.000.000.000;120.390.000.000.000
;;;;;120.000.000.000.000;-475.000.000.000.000;120.450.000.000.000
;;;;;123.000.000.000.000;-495.000.000.000.000;120.480.000.000.000
;;;;;134.000.000.000.000;-511.000.000.000.000;120.530.000.000.000
;;;;;144.000.000.000.000;-525.000.000.000.000;120.590.000.000.000
;;;;;167.000.000.000.000;-536.000.000.000.000;120.640.000.000.000
;;;;;190.000.000.000.000;-540.000.000.000.000;120.680.000.000.000
;;;;;206.000.000.000.000;-540.000.000.000.000;120.720.000.000.000
;;;;;234.000.000.000.000;-544.000.000.000.000;120.770.000.000.000
;;;;;264.000.000.000.000;-550.000.000.000.000;120.880.000.000.000
;;;;;267.000.000.000.000;-560.000.000.000.000;121.040.000.000.000
;;;;;256.000.000.000.000;-575.000.000.000.000;121.200.000.000.000
;;;;;236.000.000.000.000;-592.000.000.000.000;121.400.000.000.000
;;;;;207.000.000.000.000;-609.000.000.000.000;121.600.000.000.000
;;;;;152.000.000.000.000;-628.000.000.000.000;121.810.000.000.000
;;;;;0,78;-648.000.000.000.000;122
;;;;;-0,02;-668.000.000.000.000;122.140.000.000.000
;;;;;-0,88;-684.000.000.000.000;122.230.000.000.000
;;;;;-175.000.000.000.000;-692.000.000.000.000;122.290.000.000.000
;;;;;-234.000.000.000.000;-697.000.000.000.000;122.340.000.000.000
;;;;;-265.000.000.000.000;-701.000.000.000.000;122.400.000.000.000
;;;;;-276.000.000.000.000;-704.000.000.000.000;122.450.000.000.000
;;;;;-276.000.000.000.000;-707.000.000.000.000;122.480.000.000.000
;;;;;-259.000.000.000.000;-709.000.000.000.000;122.490.000.000.000
;;;;;-234.000.000.000.000;-710.000.000.000.000;122.470.000.000.000
;;;;;-223.000.000.000.000;-713.000.000.000.000;122.380.000.000.000
;;;;;-196.000.000.000.000;-718.000.000.000.000;122.230.000.000.000
;;;;;-194.000.000.000.000;-726.000.000.000.000;121.990.000.000.000
;;;;;-202.000.000.000.000;-736.000.000.000.000;121.630.000.000.000
;;;;;-2;-754.000.000.000.000;121.190.000.000.000
;;;;;-2;-776.000.000.000.000;120.700.000.000.000
;;;;;-215.000.000.000.000;-798.000.000.000.000;120.160.000.000.000
;;;;;-248.000.000.000.000;-815.000.000.000.000;119.580.000.000.000
;;;;;-279.000.000.000.000;-826.000.000.000.000;119.020.000.000.000
;;;;;-305.000.000.000.000;-837.000.000.000.000;118.510.000.000.000
;;;;;-335.000.000.000.000;-851.000.000.000.000;118.070.000.000.000
;;;;;-363.000.000.000.000;-866.000.000.000.000;117.670.000.000.000
;;;;;-387.000.000.000.000;-887.000.000.000.000;117.320.000.000.000
;;;;;-4;-911.000.000.000.000;117.080.000.000.000
;;;;;-405.000.000.000.000;-928.000.000.000.000;116.950.000.000.000
;;;;;-374.000.000.000.000;-931.000.000.000.000;116.940.000.000.000
;;;;;-315.000.000.000.000;-927.000.000.000.000;117.040.000.000.000
;;;;;-238.000.000.000.000;-927.000.000.000.000;117.210.000.000.000
;;;;;-114.000.000.000.000;-922.000.000.000.000;117.450.000.000.000
;;;;;0,12;-918.000.000.000.000;117.720.000.000.000
;;;;;134.000.000.000.000;-914.000.000.000.000;117.990.000.000.000
;;;;;220.000.000.000.000;-908.000.000.000.000;118.220.000.000.000
;;;;;261.000.000.000.000;-904.000.000.000.000;118.410.000.000.000
;;;;;269.000.000.000.000;-902.000.000.000.000;118.600.000.000.000
;;;;;253.000.000.000.000;-903.000.000.000.000;118.780.000.000.000
;;;;;239.000.000.000.000;-905.000.000.000.000;118.990.000.000.000
;;;;;215.000.000.000.000;-908.000.000.000.000;119.230.000.000.000
;;;;;166.000.000.000.000;-909.000.000.000.000;119.490.000.000.000
;;;;;119.000.000.000.000;-908.000.000.000.000;119.690.000.000.000
;;;;;110.000.000.000.000;-904.000.000.000.000;119.870.000.000.000
;;;;;143.000.000.000.000;-890.000.000.000.000;120.120.000.000.000
;;;;;126.000.000.000.000;-875.000.000.000.000;120.360.000.000.000
;;;;;0,53;-864.000.000.000.000;120.510.000.000.000
;;;;;0,1;-855.000.000.000.000;120.470.000.000.000
;;;;;0,25;-853.000.000.000.000;120.290.000.000.000
;;;;;0,71;-850.000.000.000.000;120.080.000.000.000
;;;;;116.000.000.000.000;-845.000.000.000.000;119.860.000.000.000
;;;;;157.000.000.000.000;-843.000.000.000.000;119.580.000.000.000
;;;;;129.000.000.000.000;-849.000.000.000.000;119.160.000.000.000
;;;;;0,14;-858.000.000.000.000;118.680.000.000.000
;;;;;-112.000.000.000.000;-870.000.000.000.000;118.160.000.000.000
;;;;;-269.000.000.000.000;-872.000.000.000.000;117.630.000.000.000
;;;;;-383.000.000.000.000;-864.000.000.000.000;117.140.000.000.000
;;;;;-486.000.000.000.000;-847.000.000.000.000;116.680.000.000.000
;;;;;-618.000.000.000.000;-818.000.000.000.000;116.200.000.000.000
;;;;;-778.000.000.000.000;-782.000.000.000.000;115.740.000.000.000
;;;;;-878.000.000.000.000;-742.000.000.000.000;115.350.000.000.000
;;;;;-961.000.000.000.000;-705.000.000.000.000;115.070.000.000.000
;;;;;-104.000.000.000.000;-674.000.000.000.000;114.870.000.000.000
;;;;;-106.100.000.000.000;-639.000.000.000.000;114.760.000.000.000
;;;;;-102.200.000.000.000;-594.000.000.000.000;114.730.000.000.000
;;;;;-939.000.000.000.000;-541.000.000.000.000;114.740.000.000.000
;;;;;-864.000.000.000.000;-493.000.000.000.000;114.690.000.000.000
;;;;;-787.000.000.000.000;-461.000.000.000.000;114.550.000.000.000
;;;;;-733.000.000.000.000;-443.000.000.000.000;114.260.000.000.000
;;;;;-682.000.000.000.000;-428.000.000.000.000;113.870.000.000.000
;;;;;-625.000.000.000.000;-426.000.000.000.000;113.410.000.000.000
;;;;;-547.000.000.000.000;-440.000.000.000.000;112.860.000.000.000
;;;;;-513.000.000.000.000;-458.000.000.000.000;112.270.000.000.000
;;;;;-509.000.000.000.000;-474.000.000.000.000;111.580.000.000.000
;;;;;-501.000.000.000.000;-478.000.000.000.000;110.840.000.000.000
;;;;;-484.000.000.000.000;-471.000.000.000.000;110.110.000.000.000
;;;;;-474.000.000.000.000;-462.000.000.000.000;109.400.000.000.000
;;;;;-492.000.000.000.000;-455.000.000.000.000;108.720.000.000.000
;;;;;-511.000.000.000.000;-449.000.000.000.000;108.070.000.000.000
;;;;;-518.000.000.000.000;-447.000.000.000.000;107.510.000.000.000
;;;;;-505.000.000.000.000;-449.000.000.000.000;107.060.000.000.000
;;;;;-5;-453.000.000.000.000;106.760.000.000.000
;;;;;-523.000.000.000.000;-457.000.000.000.000;106.610.000.000.000
;;;;;-592.000.000.000.000;-462.000.000.000.000;106.530.000.000.000
;;;;;-680.000.000.000.000;-460.000.000.000.000;106.520.000.000.000
;;;;;-783.000.000.000.000;-443.000.000.000.000;106.600.000.000.000
;;;;;-883.000.000.000.000;-421.000.000.000.000;106.750.000.000.000
;;;;;-962.000.000.000.000;-396.000.000.000.000;106.970.000.000.000
;;;;;-997.000.000.000.000;-371.000.000.000.000;107.240.000.000.000
;;;;;-983.000.000.000.000;-348.000.000.000.000;107.560.000.000.000
;;;;;-956.000.000.000.000;-326.000.000.000.000;107.950.000.000.000
;;;;;-956.000.000.000.000;-312.000.000.000.000;108.310.000.000.000
;;;;;-957.000.000.000.000;-306.000.000.000.000;108.620.000.000.000
;;;;;-942.000.000.000.000;-309.000.000.000.000;108.820.000.000.000
;;;;;-928.000.000.000.000;-316.000.000.000.000;108.860.000.000.000
;;;;;-885.000.000.000.000;-321.000.000.000.000;108.750.000.000.000
;;;;;-847.000.000.000.000;-324.000.000.000.000;108.510.000.000.000
;;;;;-824.000.000.000.000;-334.000.000.000.000;108.140.000.000.000
;;;;;-820.000.000.000.000;-351.000.000.000.000;107.700.000.000.000
;;;;;-812.000.000.000.000;-378.000.000.000.000;107.250.000.000.000
;;;;;-803.000.000.000.000;-406.000.000.000.000;106.790.000.000.000
;;;;;-791.000.000.000.000;-432.000.000.000.000;106.340.000.000.000
;;;;;-789.000.000.000.000;-454.000.000.000.000;105.910.000.000.000
;;;;;-792.000.000.000.000;-476.000.000.000.000;105.480.000.000.000
;;;;;-789.000.000.000.000;-494.000.000.000.000;105.030.000.000.000
;;;;;-747.000.000.000.000;-505.000.000.000.000;104.580.000.000.000
;;;;;-698.000.000.000.000;-512.000.000.000.000;104.140.000.000.000
;;;;;-655.000.000.000.000;-520.000.000.000.000;103.720.000.000.000
;;;;;-588.000.000.000.000;-527.000.000.000.000;103.340.000.000.000
;;;;;-499.000.000.000.000;-532.000.000.000.000;102.990.000.000.000
;;;;;-391.000.000.000.000;-538.000.000.000.000;102.690.000.000.000
;;;;;-288.000.000.000.000;-544.000.000.000.000;102.440.000.000.000
;;;;;-211.000.000.000.000;-552.000.000.000.000;102.240.000.000.000
;;;;;-163.000.000.000.000;-565.000.000.000.000;102.070.000.000.000
;;;;;-136.000.000.000.000;-577.000.000.000.000;101.940.000.000.000
;;;;;-118.000.000.000.000;-588.000.000.000.000;101.870.000.000.000
;;;;;-108.000.000.000.000;-595.000.000.000.000;101.850.000.000.000
;;;;;-0,96;-599.000.000.000.000;101.890.000.000.000
;;;;;-101.000.000.000.000;-602.000.000.000.000;101.970.000.000.000
;;;;;-102.000.000.000.000;-598.000.000.000.000;102.100.000.000.000
;;;;;-0,85;-597.000.000.000.000;102.320.000.000.000
;;;;;-0,53;-604.000.000.000.000;102.580.000.000.000
;;;;;-0,3;-617.000.000.000.000;102.820.000.000.000
;;;;;0,03;-630.000.000.000.000;103.060.000.000.000
;;;;;0,36;-641.000.000.000.000;103.280.000.000.000
;;;;;0,42;-651.000.000.000.000;103.460.000.000.000
;;;;;0,2;-661.000.000.000.000;103.610.000.000.000
;;;;;-0,17;-671.000.000.000.000;103.740.000.000.000
;;;;;-0,67;-680.000.000.000.000;103.840.000.000.000
;;;;;-108.000.000.000.000;-686.000.000.000.000;103.920.000.000.000
;;;;;-136.000.000.000.000;-691.000.000.000.000;103.990.000.000.000
;;;;;-157.000.000.000.000;-690.000.000.000.000;104.030.000.000.000
;;;;;-169.000.000.000.000;-684.000.000.000.000;104
;;;;;-181.000.000.000.000;-677.000.000.000.000;103.950.000.000.000
;;;;;-196.000.000.000.000;-671.000.000.000.000;103.870.000.000.000
;;;;;-206.000.000.000.000;-666.000.000.000.000;103.750.000.000.000
;;;;;-211.000.000.000.000;-663.000.000.000.000;103.600.000.000.000
;;;;;-213.000.000.000.000;-659.000.000.000.000;103.470.000.000.000
;;;;;-222.000.000.000.000;-654.000.000.000.000;103.350.000.000.000
;;;;;-233.000.000.000.000;-649.000.000.000.000;103.250.000.000.000
;;;;;-238.000.000.000.000;-644.000.000.000.000;103.160.000.000.000
;;;;;-231.000.000.000.000;-635.000.000.000.000;103.080.000.000.000
;;;;;-221.000.000.000.000;-625.000.000.000.000;103.030.000.000.000
;;;;;-207.000.000.000.000;-614.000.000.000.000;103.020.000.000.000
;;;;;-194.000.000.000.000;-604.000.000.000.000;103.040.000.000.000
;;;;;-205.000.000.000.000;-596.000.000.000.000;103.040.000.000.000
;;;;;-218.000.000.000.000;-587.000.000.000.000;103.010.000.000.000
;;;;;-248.000.000.000.000;-580.000.000.000.000;102.940.000.000.000
;;;;;-290.000.000.000.000;-570.000.000.000.000;102.880.000.000.000
;;;;;-325.000.000.000.000;-560.000.000.000.000;102.840.000.000.000
;;;;;-366.000.000.000.000;-547.000.000.000.000;102.820.000.000.000
;;;;;-415.000.000.000.000;-526.000.000.000.000;102.810.000.000.000
;;;;;-418.000.000.000.000;-503.000.000.000.000;102.870.000.000.000
;;;;;-378.000.000.000.000;-483.000.000.000.000;103.020.000.000.000
;;;;;-330.000.000.000.000;-465.000.000.000.000;103.240.000.000.000
;;;;;-267.000.000.000.000;-447.000.000.000.000;103.540.000.000.000
;;;;;-210.000.000.000.000;-435.000.000.000.000;103.880.000.000.000
;;;;;-174.000.000.000.000;-429.000.000.000.000;104.240.000.000.000
;;;;;-183.000.000.000.000;-419.000.000.000.000;104.580.000.000.000
;;;;;-199.000.000.000.000;-401.000.000.000.000;104.900.000.000.000
;;;;;-225.000.000.000.000;-380.000.000.000.000;105.220.000.000.000
;;;;;-232.000.000.000.000;-362.000.000.000.000;105.570.000.000.000
;;;;;-191.000.000.000.000;-347.000.000.000.000;105.980.000.000.000
;;;;;-123.000.000.000.000;-333.000.000.000.000;106.440.000.000.000
;;;;;-0,83;-326.000.000.000.000;106.900.000.000.000
;;;;;-0,89;-325.000.000.000.000;107.320.000.000.000
;;;;;-110.000.000.000.000;-327.000.000.000.000;107.630.000.000.000
;;;;;-140.000.000.000.000;-328.000.000.000.000;107.780.000.000.000
;;;;;-181.000.000.000.000;-333.000.000.000.000;107.810.000.000.000
;;;;;-222.000.000.000.000;-338.000.000.000.000;107.760.000.000.000
;;;;;-243.000.000.000.000;-340.000.000.000.000;107.690.000.000.000
;;;;;-226.000.000.000.000;-342.000.000.000.000;107.630.000.000.000
;;;;;-222.000.000.000.000;-352.000.000.000.000;107.520.000.000.000
;;;;;-246.000.000.000.000;-366.000.000.000.000;107.380.000.000.000
;;;;;-283.000.000.000.000;-377.000.000.000.000;107.230.000.000.000
;;;;;-293.000.000.000.000;-383.000.000.000.000;107.080.000.000.000
;;;;;-283.000.000.000.000;-386.000.000.000.000;106.990.000.000.000
;;;;;-235.000.000.000.000;-385.000.000.000.000;106.980.000.000.000
;;;;;-188.000.000.000.000;-381.000.000.000.000;106.980.000.000.000
;;;;;-149.000.000.000.000;-378.000.000.000.000;107
;;;;;-125.000.000.000.000;-373.000.000.000.000;107.010.000.000.000
;;;;;-107.000.000.000.000;-368.000.000.000.000;107.050.000.000.000
;;;;;-0,95;-366.000.000.000.000;107.110.000.000.000
;;;;;-0,99;-368.000.000.000.000;107.190.000.000.000
;;;;;-110.000.000.000.000;-370.000.000.000.000;107.280.000.000.000
;;;;;-113.000.000.000.000;-376.000.000.000.000;107.380.000.000.000
;;;;;-0,98;-383.000.000.000.000;107.530.000.000.000
;;;;;-0,92;-389.000.000.000.000;107.720.000.000.000
;;;;;-0,79;-387.000.000.000.000;107.880.000.000.000
;;;;;-0,53;-380.000.000.000.000;107.990.000.000.000
;;;;;-0,17;-374.000.000.000.000;108.040.000.000.000
;;;;;0,49;-374.000.000.000.000;108.010.000.000.000
;;;;;117.000.000.000.000;-372.000.000.000.000;107.920.000.000.000
;;;;;170.000.000.000.000;-365.000.000.000.000;107.750.000.000.000
;;;;;191.000.000.000.000;-362.000.000.000.000;107.500.000.000.000
;;;;;182.000.000.000.000;-365.000.000.000.000;107.200.000.000.000
;;;;;179.000.000.000.000;-365.000.000.000.000;106.900.000.000.000
;;;;;191.000.000.000.000;-359.000.000.000.000;106.570.000.000.000
;;;;;196.000.000.000.000;-355.000.000.000.000;106.200.000.000.000
;;;;;187.000.000.000.000;-353.000.000.000.000;105.800.000.000.000
;;;;;185.000.000.000.000;-351.000.000.000.000;105.380.000.000.000
;;;;;183.000.000.000.000;-351.000.000.000.000;104.960.000.000.000
;;;;;166.000.000.000.000;-349.000.000.000.000;104.530.000.000.000
;;;;;143.000.000.000.000;-344.000.000.000.000;104.150.000.000.000
;;;;;124.000.000.000.000;-338.000.000.000.000;103.860.000.000.000
;;;;;120.000.000.000.000;-333.000.000.000.000;103.680.000.000.000
;;;;;120.000.000.000.000;-332.000.000.000.000;103.620.000.000.000
;;;;;0,96;-329.000.000.000.000;103.670.000.000.000
;;;;;0,68;-327.000.000.000.000;103.830.000.000.000
;;;;;0,44;-325.000.000.000.000;104.080.000.000.000
;;;;;0,25;-324.000.000.000.000;104.400.000.000.000
;;;;;0,08;-323.000.000.000.000;104.760.000.000.000
;;;;;0,07;-321.000.000.000.000;105.170.000.000.000
;;;;;0,24;-318.000.000.000.000;105.650.000.000.000
;;;;;0,39;-317.000.000.000.000;106.150.000.000.000
;;;;;0,49;-316.000.000.000.000;106.640.000.000.000
;;;;;0,61;-316.000.000.000.000;107.100.000.000.000
;;;;;0,76;-315.000.000.000.000;107.540.000.000.000
;;;;;0,82;-318.000.000.000.000;107.940.000.000.000
;;;;;0,6;-322.000.000.000.000;108.270.000.000.000
;;;;;0,38;-323.000.000.000.000;108.540.000.000.000
;;;;;0,42;-323.000.000.000.000;108.760.000.000.000
;;;;;0,64;-321.000.000.000.000;108.930.000.000.000
;;;;;0,92;-318.000.000.000.000;109.050.000.000.000
;;;;;123.000.000.000.000;-316.000.000.000.000;109.110.000.000.000
;;;;;154.000.000.000.000;-314.000.000.000.000;109.120.000.000.000
;;;;;177.000.000.000.000;-314.000.000.000.000;109.070.000.000.000
;;;;;189.000.000.000.000;-312.000.000.000.000;108.970.000.000.000
;;;;;196.000.000.000.000;-310.000.000.000.000;108.850.000.000.000
;;;;;190.000.000.000.000;-308.000.000.000.000;108.710.000.000.000
;;;;;178.000.000.000.000;-304.000.000.000.000;108.580.000.000.000
;;;;;169.000.000.000.000;-299.000.000.000.000;108.470.000.000.000
;;;;;168.000.000.000.000;-294.000.000.000.000;108.400.000.000.000
;;;;;173.000.000.000.000;-291.000.000.000.000;108.370.000.000.000
;;;;;177.000.000.000.000;-290.000.000.000.000;108.370.000.000.000
;;;;;185.000.000.000.000;-289.000.000.000.000;108.410.000.000.000
;;;;;188.000.000.000.000;-289.000.000.000.000;108.480.000.000.000
;;;;;175.000.000.000.000;-287.000.000.000.000;108.580.000.000.000
;;;;;159.000.000.000.000;-286.000.000.000.000;108.720.000.000.000
;;;;;145.000.000.000.000;-286.000.000.000.000;108.880.000.000.000
;;;;;135.000.000.000.000;-287.000.000.000.000;109.070.000.000.000
;;;;;126.000.000.000.000;-290.000.000.000.000;109.270.000.000.000
;;;;;112.000.000.000.000;-291.000.000.000.000;109.490.000.000.000
;;;;;106.000.000.000.000;-292.000.000.000.000;109.700.000.000.000
;;;;;102.000.000.000.000;-292.000.000.000.000;109.910.000.000.000
;;;;;101.000.000.000.000;-293.000.000.000.000;110.090.000.000.000
;;;;;103.000.000.000.000;-296.000.000.000.000;110.260.000.000.000
;;;;;106.000.000.000.000;-299.000.000.000.000;110.400.000.000.000
;;;;;110.000.000.000.000;-305.000.000.000.000;110.530.000.000.000
;;;;;107.000.000.000.000;-311.000.000.000.000;110.650.000.000.000
;;;;;0,98;-316.000.000.000.000;110.740.000.000.000
;;;;;0,87;-321.000.000.000.000;110.800.000.000.000
;;;;;0,8;-323.000.000.000.000;110.860.000.000.000
;;;;;0,76;-325.000.000.000.000;110.890.000.000.000
;;;;;0,7;-327.000.000.000.000;110.920.000.000.000
;;;;;0,56;-328.000.000.000.000;110.940.000.000.000
;;;;;0,33;-327.000.000.000.000;110.960.000.000.000
;;;;;-0,02;-324.000.000.000.000;110.970.000.000.000
;;;;;-0,55;-317.000.000.000.000;110.990.000.000.000
;;;;;-115.000.000.000.000;-309.000.000.000.000;111
;;;;;-168.000.000.000.000;-301.000.000.000.000;111.030.000.000.000
;;;;;-210.000.000.000.000;-292.000.000.000.000;111.060.000.000.000
;;;;;-249.000.000.000.000;-284.000.000.000.000;111.090.000.000.000
;;;;;-281.000.000.000.000;-278.000.000.000.000;111.110.000.000.000
;;;;;-299.000.000.000.000;-274.000.000.000.000;111.150.000.000.000
;;;;;-3;-276.000.000.000.000;111.200.000.000.000
;;;;;-295.000.000.000.000;-281.000.000.000.000;111.260.000.000.000
;;;;;-289.000.000.000.000;-289.000.000.000.000;111.320.000.000.000
;;;;;-267.000.000.000.000;-296.000.000.000.000;111.370.000.000.000
;;;;;-234.000.000.000.000;-299.000.000.000.000;111.430.000.000.000
;;;;;-201.000.000.000.000;-299.000.000.000.000;111.490.000.000.000
;;;;;-173.000.000.000.000;-299.000.000.000.000;111.530.000.000.000
;;;;;-156.000.000.000.000;-298.000.000.000.000;111.560.000.000.000
;;;;;-149.000.000.000.000;-3;111.570.000.000.000
;;;;;-136.000.000.000.000;-299.000.000.000.000;111.590.000.000.000
;;;;;-108.000.000.000.000;-298.000.000.000.000;111.630.000.000.000
;;;;;-0,96;-301.000.000.000.000;111.670.000.000.000
;;;;;-1;-307.000.000.000.000;111.700.000.000.000
;;;;;-0,99;-314.000.000.000.000;111.710.000.000.000
;;;;;-0,9;-317.000.000.000.000;111.750.000.000.000
;;;;;-0,64;-315.000.000.000.000;111.810.000.000.000
;;;;;-0,23;-310.000.000.000.000;111.900.000.000.000
;;;;;0,31;-306.000.000.000.000;111.990.000.000.000
;;;;;107.000.000.000.000;-308.000.000.000.000;112.090.000.000.000
;;;;;178.000.000.000.000;-315.000.000.000.000;112.210.000.000.000
;;;;;211.000.000.000.000;-318.000.000.000.000;112.320.000.000.000
;;;;;215.000.000.000.000;-316.000.000.000.000;112.410.000.000.000
;;;;;202.000.000.000.000;-313.000.000.000.000;112.500.000.000.000
;;;;;193.000.000.000.000;-310.000.000.000.000;112.580.000.000.000
;;;;;199.000.000.000.000;-307.000.000.000.000;112.690.000.000.000
;;;;;212.000.000.000.000;-304.000.000.000.000;112.810.000.000.000
;;;;;231.000.000.000.000;-301.000.000.000.000;112.940.000.000.000
;;;;;245.000.000.000.000;-296.000.000.000.000;113.080.000.000.000
;;;;;260.000.000.000.000;-291.000.000.000.000;113.250.000.000.000
;;;;;272.000.000.000.000;-289.000.000.000.000;113.420.000.000.000
;;;;;280.000.000.000.000;-291.000.000.000.000;113.580.000.000.000
;;;;;283.000.000.000.000;-294.000.000.000.000;113.740.000.000.000
;;;;;276.000.000.000.000;-297.000.000.000.000;113.890.000.000.000
;;;;;255.000.000.000.000;-3;114.030.000.000.000
;;;;;237.000.000.000.000;-302.000.000.000.000;114.170.000.000.000
;;;;;216.000.000.000.000;-302.000.000.000.000;114.330.000.000.000
;;;;;196.000.000.000.000;-301.000.000.000.000;114.490.000.000.000
;;;;;175.000.000.000.000;-3;114.660.000.000.000
;;;;;148.000.000.000.000;-299.000.000.000.000;114.790.000.000.000
;;;;;136.000.000.000.000;-296.000.000.000.000;114.910.000.000.000
;;;;;122.000.000.000.000;-293.000.000.000.000;115.020.000.000.000
;;;;;102.000.000.000.000;-288.000.000.000.000;115.110.000.000.000
;;;;;0,82;-280.000.000.000.000;115.200.000.000.000
;;;;;0,47;-272.000.000.000.000;115.270.000.000.000
;;;;;-0,05;-263.000.000.000.000;115.340.000.000.000
;;;;;-0,7;-254.000.000.000.000;115.390.000.000.000
;;;;;-142.000.000.000.000;-244.000.000.000.000;115.420.000.000.000
;;;;;-211.000.000.000.000;-234.000.000.000.000;115.440.000.000.000
;;;;;-270.000.000.000.000;-224.000.000.000.000;115.450.000.000.000
;;;;;-319.000.000.000.000;-213.000.000.000.000;115.450.000.000.000
;;;;;-355.000.000.000.000;-2;115.430.000.000.000
;;;;;-379.000.000.000.000;-186.000.000.000.000;115.390.000.000.000
;;;;;-4;-172.000.000.000.000;115.300.000.000.000
;;;;;-417.000.000.000.000;-162.000.000.000.000;115.160.000.000.000
;;;;;-434.000.000.000.000;-154.000.000.000.000;114.970.000.000.000
;;;;;-449.000.000.000.000;-147.000.000.000.000;114.740.000.000.000
;;;;;-471.000.000.000.000;-143.000.000.000.000;114.490.000.000.000
;;;;;-505.000.000.000.000;-140.000.000.000.000;114.200.000.000.000
;;;;;-549.000.000.000.000;-137.000.000.000.000;113.890.000.000.000
;;;;;-586.000.000.000.000;-135.000.000.000.000;113.580.000.000.000
;;;;;-614.000.000.000.000;-133.000.000.000.000;113.280.000.000.000
;;;;;-640.000.000.000.000;-131.000.000.000.000;113.010.000.000.000
;;;;;-666.000.000.000.000;-129.000.000.000.000;112.760.000.000.000
;;;;;-689.000.000.000.000;-125.000.000.000.000;112.540.000.000.000
;;;;;-709.000.000.000.000;-119.000.000.000.000;112.340.000.000.000
;;;;;-728.000.000.000.000;-111.000.000.000.000;112.190.000.000.000
;;;;;-754.000.000.000.000;-102.000.000.000.000;112.070.000.000.000
;;;;;-779.000.000.000.000;-0,91;111.990.000.000.000
;;;;;-805.000.000.000.000;-0,8;111.930.000.000.000
;;;;;-830.000.000.000.000;-0,7;111.910.000.000.000
;;;;;-848.000.000.000.000;-0,61;111.910.000.000.000
;;;;;-855.000.000.000.000;-0,52;111.940.000.000.000
;;;;;-851.000.000.000.000;-0,42;111.990.000.000.000
;;;;;-840.000.000.000.000;-0,35;112.040.000.000.000
;;;;;-821.000.000.000.000;-0,26;112.080.000.000.000
;;;;;-782.000.000.000.000;-0,15;112.110.000.000.000
;;;;;-741.000.000.000.000;-0,03;112.120.000.000.000
;;;;;-696.000.000.000.000;0,05;112.100.000.000.000
;;;;;-661.000.000.000.000;0,08;112.060.000.000.000
;;;;;-642.000.000.000.000;0,1;112
;;;;;-632.000.000.000.000;0,12;111.930.000.000.000
;;;;;-626.000.000.000.000;0,17;111.840.000.000.000
;;;;;-628.000.000.000.000;0,24;111.730.000.000.000
;;;;;-637.000.000.000.000;0,3;111.610.000.000.000
;;;;;-639.000.000.000.000;0,36;111.490.000.000.000
;;;;;-634.000.000.000.000;0,4;111.340.000.000.000
;;;;;-621.000.000.000.000;0,44;111.200.000.000.000
;;;;;-594.000.000.000.000;0,5;111.040.000.000.000
;;;;;-574.000.000.000.000;0,54;110.870.000.000.000
;;;;;-565.000.000.000.000;0,56;110.680.000.000.000
;;;;;-558.000.000.000.000;0,58;110.470.000.000.000
;;;;;-554.000.000.000.000;0,61;110.240.000.000.000
;;;;;-545.000.000.000.000;0,64;110.020.000.000.000
;;;;;-533.000.000.000.000;0,65;109.820.000.000.000
;;;;;-528.000.000.000.000;0,68;109.630.000.000.000
;;;;;-531.000.000.000.000;0,71;109.460.000.000.000
;;;;;-537.000.000.000.000;0,75;109.320.000.000.000
;;;;;-544.000.000.000.000;0,8;109.200.000.000.000
;;;;;-548.000.000.000.000;0,85;109.120.000.000.000
;;;;;-549.000.000.000.000;0,93;109.060.000.000.000
;;;;;-548.000.000.000.000;1;109.030.000.000.000
;;;;;-541.000.000.000.000;107.000.000.000.000;109.030.000.000.000
;;;;;-530.000.000.000.000;114.000.000.000.000;109.050.000.000.000
;;;;;-523.000.000.000.000;121.000.000.000.000;109.100.000.000.000
;;;;;-518.000.000.000.000;127.000.000.000.000;109.170.000.000.000
;;;;;-519.000.000.000.000;135.000.000.000.000;109.250.000.000.000
;;;;;-513.000.000.000.000;142.000.000.000.000;109.340.000.000.000
;;;;;-535.000.000.000.000;144.000.000.000.000;109.400.000.000.000
;;;;;-585.000.000.000.000;140.000.000.000.000;109.410.000.000.000
